! tile     RA          DEC
! number   [rad]       [rad]
    993    4.962288    +1.289196
    994    5.033688    +1.289196
    995    5.105088    +1.289196
    996    5.176488    +1.289196
    997    5.247888    +1.289196
    998    5.319288    +1.289196
    999    5.390687    +1.289196
   1000    5.462087    +1.289196
   1001    5.533487    +1.289196
   1002    5.604887    +1.289196
   1003    5.676287    +1.289196
   1004    5.747687    +1.289196
   1005    5.819086    +1.289196
   1006    5.890486    +1.289196
   1007    5.961886    +1.289196
   1008    6.033286    +1.289196
   1009    6.104686    +1.289196
   1010    6.176086    +1.289196
   1011    6.247485    +1.289196
   1012    0.034148    +1.276305
   1013    0.102443    +1.276305
   1014    0.170739    +1.276305
   1015    0.239034    +1.276305
   1016    0.307330    +1.276305
   1017    0.375625    +1.276305
   1018    0.443921    +1.276305
   1019    0.512216    +1.276305
   1020    0.580512    +1.276305
   1021    0.648807    +1.276305
   1022    0.717103    +1.276305
   1023    0.785398    +1.276305
   1024    0.853694    +1.276305
   1025    0.921989    +1.276305
   1026    0.990285    +1.276305
   1027    1.058580    +1.276305
   1028    1.126876    +1.276305
   1029    1.195171    +1.276305
   1030    1.263467    +1.276305
   1031    1.331762    +1.276305
   1032    1.400058    +1.276305
   1033    1.468353    +1.276305
   1034    1.536649    +1.276305
   1035    1.604944    +1.276305
   1036    1.673240    +1.276305
   1037    1.741535    +1.276305
   1038    1.809831    +1.276305
   1039    1.878126    +1.276305
   1040    1.946422    +1.276305
   1041    2.014717    +1.276305
   1042    2.083013    +1.276305
   1043    2.151308    +1.276305
   1044    2.219604    +1.276305
   1045    2.287899    +1.276305
   1046    2.356194    +1.276305
   1047    2.424490    +1.276305
   1048    2.492785    +1.276305
   1049    2.561081    +1.276305
   1050    2.629376    +1.276305
   1051    2.697672    +1.276305
   1052    2.765967    +1.276305
   1053    2.834263    +1.276305
   1054    2.902558    +1.276305
   1055    2.970854    +1.276305
   1056    3.039149    +1.276305
   1057    3.107445    +1.276305
   1058    3.175740    +1.276305
   1059    3.244036    +1.276305
   1060    3.312331    +1.276305
   1061    3.380627    +1.276305
   1062    3.448922    +1.276305
   1063    3.517218    +1.276305
   1064    3.585513    +1.276305
   1065    3.653809    +1.276305
   1066    3.722104    +1.276305
   1067    3.790400    +1.276305
   1068    3.858695    +1.276305
   1069    3.926991    +1.276305
   1070    3.995286    +1.276305
   1071    4.063582    +1.276305
   1072    4.131877    +1.276305
   1073    4.200173    +1.276305
   1074    4.268468    +1.276305
   1075    4.336764    +1.276305
   1076    4.405059    +1.276305
   1077    4.473355    +1.276305
   1078    4.541650    +1.276305
   1079    4.609946    +1.276305
   1080    4.678241    +1.276305
   1081    4.746537    +1.276305
   1082    4.814832    +1.276305
   1083    4.883128    +1.276305
   1084    4.951423    +1.276305
   1085    5.019719    +1.276305
   1086    5.088014    +1.276305
   1087    5.156310    +1.276305
   1088    5.224605    +1.276305
   1089    5.292901    +1.276305
   1090    5.361196    +1.276305
   1091    5.429492    +1.276305
   1092    5.497787    +1.276305
   1093    5.566083    +1.276305
   1094    5.634378    +1.276305
   1095    5.702674    +1.276305
   1096    5.770969    +1.276305
   1097    5.839265    +1.276305
   1098    5.907560    +1.276305
   1099    5.975856    +1.276305
   1100    6.044151    +1.276305
   1101    6.112447    +1.276305
   1102    6.180742    +1.276305
   1103    6.249038    +1.276305
   1104    0.032725    +1.263401
   1105    0.098175    +1.263401
   1106    0.163625    +1.263401
   1107    0.229074    +1.263401
   1108    0.294524    +1.263401
   1109    0.359974    +1.263401
   1110    0.425424    +1.263401
   1111    0.490874    +1.263401
   1112    0.556324    +1.263401
   1113    0.621774    +1.263401
   1114    0.687223    +1.263401
   1115    0.752673    +1.263401
   1116    0.818123    +1.263401
   1117    0.883573    +1.263401
   1118    0.949023    +1.263401
   1119    1.014473    +1.263401
   1120    1.079922    +1.263401
   1121    1.145372    +1.263401
   1122    1.210822    +1.263401
   1123    1.276272    +1.263401
   1124    1.341722    +1.263401
   1125    1.407172    +1.263401
   1126    1.472622    +1.263401
   1127    1.538071    +1.263401
   1128    1.603521    +1.263401
   1129    1.668971    +1.263401
   1130    1.734421    +1.263401
   1131    1.799871    +1.263401
   1132    1.865321    +1.263401
   1133    1.930770    +1.263401
   1134    1.996220    +1.263401
   1135    2.061670    +1.263401
   1136    2.127120    +1.263401
   1137    2.192570    +1.263401
   1138    2.258020    +1.263401
   1139    2.323470    +1.263401
   1140    2.388919    +1.263401
   1141    2.454369    +1.263401
   1142    2.519819    +1.263401
   1143    2.585269    +1.263401
   1144    2.650719    +1.263401
   1145    2.716169    +1.263401
   1146    2.781618    +1.263401
   1147    2.847068    +1.263401
   1148    2.912518    +1.263401
   1149    2.977968    +1.263401
   1150    3.043418    +1.263401
   1151    3.108868    +1.263401
   1152    3.174318    +1.263401
   1153    3.239767    +1.263401
   1154    3.305217    +1.263401
   1155    3.370667    +1.263401
   1156    3.436117    +1.263401
   1157    3.501567    +1.263401
   1158    3.567017    +1.263401
   1159    3.632467    +1.263401
   1160    3.697916    +1.263401
   1161    3.763366    +1.263401
   1162    3.828816    +1.263401
   1163    3.894266    +1.263401
   1164    3.959716    +1.263401
   1165    4.025166    +1.263401
   1166    4.090615    +1.263401
   1167    4.156065    +1.263401
   1168    4.221515    +1.263401
   1169    4.286965    +1.263401
   1170    4.352415    +1.263401
   1171    4.417865    +1.263401
   1172    4.483315    +1.263401
   1173    4.548764    +1.263401
   1174    4.614214    +1.263401
   1175    4.679664    +1.263401
   1176    4.745114    +1.263401
   1177    4.810564    +1.263401
   1178    4.876014    +1.263401
   1179    4.941463    +1.263401
   1180    5.006913    +1.263401
   1181    5.072363    +1.263401
   1182    5.137813    +1.263401
   1183    5.203263    +1.263401
   1184    5.268713    +1.263401
   1185    5.334163    +1.263401
   1186    5.399612    +1.263401
   1187    5.465062    +1.263401
   1188    5.530512    +1.263401
   1189    5.595962    +1.263401
   1190    5.661412    +1.263401
   1191    5.726862    +1.263401
   1192    5.792311    +1.263401
   1193    5.857761    +1.263401
   1194    5.923211    +1.263401
   1195    5.988661    +1.263401
   1196    6.054111    +1.263401
   1197    6.119561    +1.263401
   1198    6.185011    +1.263401
   1199    6.250460    +1.263401
   1200    0.031416    +1.250485
   1201    0.094248    +1.250485
   1202    0.157080    +1.250485
   1203    0.219911    +1.250485
   1204    0.282743    +1.250485
   1205    0.345575    +1.250485
   1206    0.408407    +1.250485
   1207    0.471239    +1.250485
   1208    0.534071    +1.250485
   1209    0.596903    +1.250485
   1210    0.659734    +1.250485
   1211    0.722566    +1.250485
   1212    0.785398    +1.250485
   1213    0.848230    +1.250485
   1214    0.911062    +1.250485
   1215    0.973894    +1.250485
   1216    1.036726    +1.250485
   1217    1.099557    +1.250485
   1218    1.162389    +1.250485
   1219    1.225221    +1.250485
   1220    1.288053    +1.250485
   1221    1.350885    +1.250485
   1222    1.413717    +1.250485
   1223    1.476549    +1.250485
   1224    1.539380    +1.250485
   1225    1.602212    +1.250485
   1226    1.665044    +1.250485
   1227    1.727876    +1.250485
   1228    1.790708    +1.250485
   1229    1.853540    +1.250485
   1230    1.916372    +1.250485
   1231    1.979203    +1.250485
   1232    2.042035    +1.250485
   1233    2.104867    +1.250485
   1234    2.167699    +1.250485
   1235    2.230531    +1.250485
   1236    2.293363    +1.250485
   1237    2.356194    +1.250485
   1238    2.419026    +1.250485
   1239    2.481858    +1.250485
   1240    2.544690    +1.250485
   1241    2.607522    +1.250485
   1242    2.670354    +1.250485
   1243    2.733186    +1.250485
   1244    2.796017    +1.250485
   1245    2.858849    +1.250485
   1246    2.921681    +1.250485
   1247    2.984513    +1.250485
   1248    3.047345    +1.250485
   1249    3.110177    +1.250485
   1250    3.173009    +1.250485
   1251    3.235840    +1.250485
   1252    3.298672    +1.250485
   1253    3.361504    +1.250485
   1254    3.424336    +1.250485
   1255    3.487168    +1.250485
   1256    3.550000    +1.250485
   1257    3.612832    +1.250485
   1258    3.675663    +1.250485
   1259    3.738495    +1.250485
   1260    3.801327    +1.250485
   1261    3.864159    +1.250485
   1262    3.926991    +1.250485
   1263    3.989823    +1.250485
   1264    4.052655    +1.250485
   1265    4.115486    +1.250485
   1266    4.178318    +1.250485
   1267    4.241150    +1.250485
   1268    4.303982    +1.250485
   1269    4.366814    +1.250485
   1270    4.429646    +1.250485
   1271    4.492477    +1.250485
   1272    4.555309    +1.250485
   1273    4.618141    +1.250485
   1274    4.680973    +1.250485
   1275    4.743805    +1.250485
   1276    4.806637    +1.250485
   1277    4.869469    +1.250485
   1278    4.932300    +1.250485
   1279    4.995132    +1.250485
   1280    5.057964    +1.250485
   1281    5.120796    +1.250485
   1282    5.183628    +1.250485
   1283    5.246460    +1.250485
   1284    5.309292    +1.250485
   1285    5.372123    +1.250485
   1286    5.434955    +1.250485
   1287    5.497787    +1.250485
   1288    5.560619    +1.250485
   1289    5.623451    +1.250485
   1290    5.686283    +1.250485
   1291    5.749115    +1.250485
   1292    5.811946    +1.250485
   1293    5.874778    +1.250485
   1294    5.937610    +1.250485
   1295    6.000442    +1.250485
   1296    6.063274    +1.250485
   1297    6.126106    +1.250485
   1298    6.188938    +1.250485
   1299    6.251769    +1.250485
   1300    0.030208    +1.237555
   1301    0.090623    +1.237555
   1302    0.151038    +1.237555
   1303    0.211453    +1.237555
   1304    0.271869    +1.237555
   1305    0.332284    +1.237555
   1306    0.392699    +1.237555
   1307    0.453114    +1.237555
   1308    0.513530    +1.237555
   1309    0.573945    +1.237555
   1310    0.634360    +1.237555
   1311    0.694775    +1.237555
   1312    0.755191    +1.237555
   1313    0.815606    +1.237555
   1314    0.876021    +1.237555
   1315    0.936436    +1.237555
   1316    0.996852    +1.237555
   1317    1.057267    +1.237555
   1318    1.117682    +1.237555
   1319    1.178097    +1.237555
   1320    1.238512    +1.237555
   1321    1.298928    +1.237555
   1322    1.359343    +1.237555
   1323    1.419758    +1.237555
   1324    1.480173    +1.237555
   1325    1.540589    +1.237555
   1326    1.601004    +1.237555
   1327    1.661419    +1.237555
   1328    1.721834    +1.237555
   1329    1.782250    +1.237555
   1330    1.842665    +1.237555
   1331    1.903080    +1.237555
   1332    1.963495    +1.237555
   1333    2.023911    +1.237555
   1334    2.084326    +1.237555
   1335    2.144741    +1.237555
   1336    2.205156    +1.237555
   1337    2.265572    +1.237555
   1338    2.325987    +1.237555
   1339    2.386402    +1.237555
   1340    2.446817    +1.237555
   1341    2.507233    +1.237555
   1342    2.567648    +1.237555
   1343    2.628063    +1.237555
   1344    2.688478    +1.237555
   1345    2.748894    +1.237555
   1346    2.809309    +1.237555
   1347    2.869724    +1.237555
   1348    2.930139    +1.237555
   1349    2.990555    +1.237555
   1350    3.050970    +1.237555
   1351    3.111385    +1.237555
   1352    3.171800    +1.237555
   1353    3.232216    +1.237555
   1354    3.292631    +1.237555
   1355    3.353046    +1.237555
   1356    3.413461    +1.237555
   1357    3.473876    +1.237555
   1358    3.534292    +1.237555
   1359    3.594707    +1.237555
   1360    3.655122    +1.237555
   1361    3.715537    +1.237555
   1362    3.775953    +1.237555
   1363    3.836368    +1.237555
